Value,Count,WHRALL,LIFE_FORM,WHRNUM,WHRNAME,WHRTYPE,WHRSIZE,WHRDENSITY,WHR10NUM,WHR10NAME,WHR13NUM,WHR13NAME,SOURCE_NAM,SOURCE_YEA
4160,78.00000000000,PPN5M,CONIFER,42,Ponderosa Pine,PPN,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,1999
4161,537.00000000000,BOP5S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2003
4162,12.00000000000,PPN2P,CONIFER,42,Ponderosa Pine,PPN,2,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2009
4163,11401.00000000000,JPN3M,CONIFER,24,Jeffrey Pine,JPN,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4164,996130.00000000000,SMC5D,CONIFER,51,Sierran Mixed Conifer,SMC,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4165,31030.00000000000,PPN5M,CONIFER,42,Ponderosa Pine,PPN,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4166,112.00000000000,MHW1S,HARDWOOD,36,Montane Hardwood,MHW,1,S,50.00000000000,Hardwood,51,Hardwood Forest,DFW-NoSierraFoothills,2009
4167,1.00000000000,MHW1M,HARDWOOD,36,Montane Hardwood,MHW,1,M,50.00000000000,Hardwood,51,Hardwood Forest,DFW-NoSierraFoothills,2009
4168,321381.00000000000,SMC5M,CONIFER,51,Sierran Mixed Conifer,SMC,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4169,86.00000000000,PPN4P,CONIFER,42,Ponderosa Pine,PPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1999
4170,36089.00000000000,SMC3D,CONIFER,51,Sierran Mixed Conifer,SMC,3,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4171,394024.00000000000,SMC4M,CONIFER,51,Sierran Mixed Conifer,SMC,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4172,447717.00000000000,SMC4D,CONIFER,51,Sierran Mixed Conifer,SMC,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4173,167008.00000000000,PPN4D,CONIFER,42,Ponderosa Pine,PPN,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4174,29500.00000000000,PPN4P,CONIFER,42,Ponderosa Pine,PPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4175,675592.00000000000,SGBXX,SHRUB,50,Sagebrush,SGB,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthSierran,2000
4176,118510.00000000000,MHC5D,CONIFER,35,Montane Hardwood-Conifer,MHC,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4177,17131.00000000000,MHW3S,HARDWOOD,36,Montane Hardwood,MHW,3,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4178,6848.00000000000,PPN4S,CONIFER,42,Ponderosa Pine,PPN,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4179,10189.00000000000,PPN3P,CONIFER,42,Ponderosa Pine,PPN,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4180,42619.00000000000,SMC3M,CONIFER,51,Sierran Mixed Conifer,SMC,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4181,57.00000000000,SMC4D,CONIFER,51,Sierran Mixed Conifer,SMC,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1999
4182,16702.00000000000,SMC3S,CONIFER,51,Sierran Mixed Conifer,SMC,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4183,1109.00000000000,MHW4M,HARDWOOD,36,Montane Hardwood,MHW,4,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2009
4184,48.00000000000,MHW4D,HARDWOOD,36,Montane Hardwood,MHW,4,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,2009
4185,625.00000000000,MRI3D,HARDWOOD,37,Montane Riparian,MRI,3,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2005
4186,427354.00000000000,RFR4M,CONIFER,45,Red Fir,RFR,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4187,236019.00000000000,SMC4P,CONIFER,51,Sierran Mixed Conifer,SMC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4188,252514.00000000000,BARXX,BARREN/OTHER,6,Barren,BAR,X,X,20.00000000000,Barren/Other,20,Barren/Other,CALVEG-NorthSierran,2000
4189,65659.00000000000,SMC5P,CONIFER,51,Sierran Mixed Conifer,SMC,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4190,39.00000000000,SMC5D,CONIFER,51,Sierran Mixed Conifer,SMC,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1999
4191,47.00000000000,PPN4M,CONIFER,42,Ponderosa Pine,PPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1999
4192,53658.00000000000,SMC3P,CONIFER,51,Sierran Mixed Conifer,SMC,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4193,40439.00000000000,JPN4P,CONIFER,24,Jeffrey Pine,JPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4194,142.00000000000,URB1X,URBAN,53,Urban,URB,1,X,80.00000000000,Urban,80,Urban,CALVEG-NorthCoastS,2007
4195,102.00000000000,URB4D,URBAN,53,Urban,URB,4,D,80.00000000000,Urban,80,Urban,CALVEG-NorthCoastS,2007
4196,1089.00000000000,JPN5S,CONIFER,24,Jeffrey Pine,JPN,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4197,2144.00000000000,MRI2M,HARDWOOD,37,Montane Riparian,MRI,2,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4198,75733.00000000000,PPN4M,CONIFER,42,Ponderosa Pine,PPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4199,58144.00000000000,MHW3P,HARDWOOD,36,Montane Hardwood,MHW,3,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4200,3161.00000000000,MCPXX,SHRUB,34,Montane Chaparral,MCP,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-CentralValley,1994
4201,8997.00000000000,PPN3M,CONIFER,42,Ponderosa Pine,PPN,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4202,259.00000000000,URB5M,URBAN,53,Urban,URB,5,M,80.00000000000,Urban,80,Urban,CALVEG-NorthCoastS,2007
4203,6456.00000000000,RIVXX,WATER,43,Riverine,RIV,X,X,90.00000000000,Water,90,Water,CALVEG-NorthCoastNW,2009
4204,90446.00000000000,JPN4M,CONIFER,24,Jeffrey Pine,JPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4205,27772.00000000000,SMC4S,CONIFER,51,Sierran Mixed Conifer,SMC,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4206,100.00000000000,URB5P,URBAN,53,Urban,URB,5,P,80.00000000000,Urban,80,Urban,CALVEG-NorthCoastS,2007
4207,35.00000000000,MHC4M,CONIFER,35,Montane Hardwood-Conifer,MHC,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1999
4208,36.00000000000,URB4M,URBAN,53,Urban,URB,4,M,80.00000000000,Urban,80,Urban,CALVEG-NorthCoastS,2007
4209,22.00000000000,URB4P,URBAN,53,Urban,URB,4,P,80.00000000000,Urban,80,Urban,CALVEG-NorthCoastS,2007
4210,31597.00000000000,MHC4P,CONIFER,35,Montane Hardwood-Conifer,MHC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4211,252.00000000000,MHC4P,CONIFER,35,Montane Hardwood-Conifer,MHC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1999
4212,36057.00000000000,MHC4M,CONIFER,35,Montane Hardwood-Conifer,MHC,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4213,654813.00000000000,MCPXX,SHRUB,34,Montane Chaparral,MCP,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthSierran,2000
4214,2856.00000000000,MRI4P,HARDWOOD,37,Montane Riparian,MRI,4,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran/CALFIRE update,2005
4215,107307.00000000000,MHW4M,HARDWOOD,36,Montane Hardwood,MHW,4,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4216,30.00000000000,MHW1P,HARDWOOD,36,Montane Hardwood,MHW,1,P,50.00000000000,Hardwood,51,Hardwood Forest,DFW-NoSierraFoothills,2009
4217,473.00000000000,MHW3P,HARDWOOD,36,Montane Hardwood,MHW,3,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,1998
4218,22.00000000000,VRI3D,HARDWOOD,56,Valley Foothill Riparian,VRI,3,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1994
4219,68371.00000000000,WFR5D,CONIFER,58,White Fir,WFR,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4220,56196.00000000000,PPN4M,CONIFER,42,Ponderosa Pine,PPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4221,6.00000000000,VRI3P,HARDWOOD,56,Valley Foothill Riparian,VRI,3,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1994
4222,55322.00000000000,MHC4M,CONIFER,35,Montane Hardwood-Conifer,MHC,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4223,234851.00000000000,MHC4D,CONIFER,35,Montane Hardwood-Conifer,MHC,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4224,146581.00000000000,MHW3M,HARDWOOD,36,Montane Hardwood,MHW,3,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4225,205.00000000000,VRI3D,HARDWOOD,56,Valley Foothill Riparian,VRI,3,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1998
4226,17.00000000000,VRI4P,HARDWOOD,56,Valley Foothill Riparian,VRI,4,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1998
4227,4101.00000000000,MRI5D,HARDWOOD,37,Montane Riparian,MRI,5,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran/CALFIRE update,2005
4228,347716.00000000000,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.00000000000,Herbaceous,60,Herbaceous,CALVEG-NorthSierran,2000
4229,3092.00000000000,MCHXX,SHRUB,32,Mixed Chaparral,MCH,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthCoastNW,2009
4230,42409.00000000000,SMC2S,CONIFER,51,Sierran Mixed Conifer,SMC,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4231,8.00000000000,VRI5M,HARDWOOD,56,Valley Foothill Riparian,VRI,5,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1994
4232,27.00000000000,VRI3S,HARDWOOD,56,Valley Foothill Riparian,VRI,3,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2009
4233,14.00000000000,VRI5D,HARDWOOD,56,Valley Foothill Riparian,VRI,5,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1994
4234,8073.00000000000,JPN3P,CONIFER,24,Jeffrey Pine,JPN,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4235,273959.00000000000,MHW4D,HARDWOOD,36,Montane Hardwood,MHW,4,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4236,7.00000000000,PPN4M,CONIFER,42,Ponderosa Pine,PPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2009
4237,4206.00000000000,WFR5S,CONIFER,58,White Fir,WFR,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4238,6.00000000000,PPN4D,CONIFER,42,Ponderosa Pine,PPN,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2009
4239,53.00000000000,BOW3S,HARDWOOD,9,Blue Oak Woodland,BOW,3,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
4240,40.00000000000,BOW2M,HARDWOOD,9,Blue Oak Woodland,BOW,2,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
4241,514.00000000000,JPN5P,CONIFER,24,Jeffrey Pine,JPN,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS,2007
4242,21.00000000000,BOW2S,HARDWOOD,9,Blue Oak Woodland,BOW,2,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
4243,6222.00000000000,BOP5S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
4244,14223.00000000000,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4245,1.00000000000,MHW4D,HARDWOOD,36,Montane Hardwood,MHW,4,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,1994
4246,36799.00000000000,MRI2D,HARDWOOD,37,Montane Riparian,MRI,2,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4247,244781.00000000000,EPN4P,CONIFER,20,Eastside Pine,EPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4248,1139.00000000000,JUN3P,CONIFER,26,Juniper,JUN,3,P,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2000
4249,4908.00000000000,MHW4S,HARDWOOD,36,Montane Hardwood,MHW,4,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4250,160.00000000000,ASP2P,HARDWOOD,5,Aspen,ASP,2,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4251,46629.00000000000,EPN4S,CONIFER,20,Eastside Pine,EPN,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4252,351625.00000000000,MHW3D,HARDWOOD,36,Montane Hardwood,MHW,3,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4253,606.00000000000,MRI2P,HARDWOOD,37,Montane Riparian,MRI,2,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2000
4254,12.00000000000,VRI3M,HARDWOOD,56,Valley Foothill Riparian,VRI,3,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1998
4255,26448.00000000000,PPN3P,CONIFER,42,Ponderosa Pine,PPN,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4256,17.00000000000,VRI3P,HARDWOOD,56,Valley Foothill Riparian,VRI,3,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2009
4257,31161.00000000000,WFR3D,CONIFER,58,White Fir,WFR,3,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4258,41955.00000000000,MHC5M,CONIFER,35,Montane Hardwood-Conifer,MHC,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4259,1243.00000000000,JUN3S,CONIFER,26,Juniper,JUN,3,S,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2000
4260,41804.00000000000,PPN3M,CONIFER,42,Ponderosa Pine,PPN,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4261,543.00000000000,MHW5P,HARDWOOD,36,Montane Hardwood,MHW,5,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,2007
4262,17.00000000000,MHW4M,HARDWOOD,36,Montane Hardwood,MHW,4,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,2009
4263,1144.00000000000,ASP4D,HARDWOOD,5,Aspen,ASP,4,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2005
4264,48839.00000000000,PPN2P,CONIFER,42,Ponderosa Pine,PPN,2,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4265,411180.00000000000,EPN4M,CONIFER,20,Eastside Pine,EPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4266,34183.00000000000,PPN2S,CONIFER,42,Ponderosa Pine,PPN,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4267,18770.00000000000,JPN2S,CONIFER,24,Jeffrey Pine,JPN,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4268,47323.00000000000,SMC3S,CONIFER,51,Sierran Mixed Conifer,SMC,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4269,14712.00000000000,MHC3P,CONIFER,35,Montane Hardwood-Conifer,MHC,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4270,3628.00000000000,PPN5M,CONIFER,42,Ponderosa Pine,PPN,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4271,393.00000000000,JPN4S,CONIFER,24,Jeffrey Pine,JPN,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4272,1142.00000000000,MHW4S,HARDWOOD,36,Montane Hardwood,MHW,4,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2005
4273,1063.00000000000,ASP3D,HARDWOOD,5,Aspen,ASP,3,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2005
4274,294.00000000000,JPN5S,CONIFER,24,Jeffrey Pine,JPN,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS,2007
4275,117.00000000000,SMC5S,CONIFER,51,Sierran Mixed Conifer,SMC,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2007
4276,1837.00000000000,JPN4P,CONIFER,24,Jeffrey Pine,JPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4277,11.00000000000,MHW1M,HARDWOOD,36,Montane Hardwood,MHW,1,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2009
4278,203399.00000000000,PPN5D,CONIFER,42,Ponderosa Pine,PPN,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4279,4524.00000000000,BOW3S,HARDWOOD,9,Blue Oak Woodland,BOW,3,S,50.00000000000,Hardwood,52,Hardwood Woodland,DFW-WestSacValley,2009
4280,700574.00000000000,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.00000000000,Herbaceous,60,Herbaceous,DFW-WestSacValley,2009
4281,3288.00000000000,JPN3S,CONIFER,24,Jeffrey Pine,JPN,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4282,2043.00000000000,WFR2S,CONIFER,58,White Fir,WFR,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4283,11563.00000000000,PPN3S,CONIFER,42,Ponderosa Pine,PPN,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4284,391.00000000000,MHW5S,HARDWOOD,36,Montane Hardwood,MHW,5,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2005
4285,3776.00000000000,RFR4D,CONIFER,45,Red Fir,RFR,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2009
4286,35078.00000000000,PPN4P,CONIFER,42,Ponderosa Pine,PPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4287,5245.00000000000,SMC5S,CONIFER,51,Sierran Mixed Conifer,SMC,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4288,6518.00000000000,PPN3M,CONIFER,42,Ponderosa Pine,PPN,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastS,2007
4289,17.00000000000,DFR2D,CONIFER,14,Douglas Fir,DFR,2,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2005
4290,58.00000000000,MHC5M,CONIFER,35,Montane Hardwood-Conifer,MHC,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2009
4291,13375.00000000000,BOP4S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
4292,54.00000000000,MHC3P,CONIFER,35,Montane Hardwood-Conifer,MHC,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,1994
4293,11030.00000000000,PPN4S,CONIFER,42,Ponderosa Pine,PPN,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4294,14080.00000000000,BOW4S,HARDWOOD,9,Blue Oak Woodland,BOW,4,S,50.00000000000,Hardwood,52,Hardwood Woodland,DFW-WestSacValley,2009
4295,1074.00000000000,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.00000000000,Agriculture,10,Agriculture,CALVEG-NorthCoastNW,2009
4296,20.00000000000,PPN4S,CONIFER,42,Ponderosa Pine,PPN,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2009
4297,31675.00000000000,MHC4P,CONIFER,35,Montane Hardwood-Conifer,MHC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4298,7.00000000000,MHC4P,CONIFER,35,Montane Hardwood-Conifer,MHC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2009
4299,24301.00000000000,EPN3M,CONIFER,20,Eastside Pine,EPN,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4300,4853.00000000000,PPN5P,CONIFER,42,Ponderosa Pine,PPN,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4301,10521.00000000000,BOW4P,HARDWOOD,9,Blue Oak Woodland,BOW,4,P,50.00000000000,Hardwood,52,Hardwood Woodland,DFW-WestSacValley,2009
4302,71.00000000000,RFR3D,CONIFER,45,Red Fir,RFR,3,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2009
4303,519.00000000000,MHW4S,HARDWOOD,36,Montane Hardwood,MHW,4,S,50.00000000000,Hardwood,51,Hardwood Forest,DFW-WestSacValley,2009
4304,17055.00000000000,EPN5P,CONIFER,20,Eastside Pine,EPN,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4305,1898.00000000000,RIVXX,WATER,43,Riverine,RIV,X,X,90.00000000000,Water,90,Water,CALVEG-NorthCoastNW,2003
4306,244.00000000000,RFR5S,CONIFER,45,Red Fir,RFR,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2009
4307,529.00000000000,RFR4M,CONIFER,45,Red Fir,RFR,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,1999
4308,31.00000000000,PGSXX,HERBACEOUS,39,Perennial Grassland,PGS,X,X,60.00000000000,Herbaceous,60,Herbaceous,CALVEG-CentralValley,2009
4309,19.00000000000,SMC2P,CONIFER,51,Sierran Mixed Conifer,SMC,2,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2007
4310,37.00000000000,RFR4S,CONIFER,45,Red Fir,RFR,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,1999
4311,59.00000000000,RFR4P,CONIFER,45,Red Fir,RFR,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,1999
4312,29.00000000000,SMC2S,CONIFER,51,Sierran Mixed Conifer,SMC,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2007
4313,22.00000000000,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,2009
4314,79549.00000000000,EPN5M,CONIFER,20,Eastside Pine,EPN,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4315,179839.00000000000,URBXX,URBAN,53,Urban,URB,X,X,80.00000000000,Urban,80,Urban,DFW-WestSacValley,2009
4316,3.00000000000,SMC5M,CONIFER,51,Sierran Mixed Conifer,SMC,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2009
4317,1377.00000000000,DFR5D,CONIFER,14,Douglas Fir,DFR,5,D,30.00000000000,Conifer,31,Conifer Forest,DFW-NoSierraFoothills,2009
4318,63598.00000000000,MCHXX,SHRUB,32,Mixed Chaparral,MCH,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthSierran,2005
4319,3117.00000000000,PPN3S,CONIFER,42,Ponderosa Pine,PPN,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4320,14.00000000000,PPN4P,CONIFER,42,Ponderosa Pine,PPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2009
4321,2465.00000000000,JPN3D,CONIFER,24,Jeffrey Pine,JPN,3,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4322,3153.00000000000,EPN2S,CONIFER,20,Eastside Pine,EPN,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
4323,34.00000000000,SMC5S,CONIFER,51,Sierran Mixed Conifer,SMC,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,1999
4324,14.00000000000,WFR4D,CONIFER,58,White Fir,WFR,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,1999
4325,592.00000000000,BARXX,BARREN/OTHER,6,Barren,BAR,X,X,20.00000000000,Barren/Other,20,Barren/Other,CALVEG-NorthSierran,1999
4326,266.00000000000,SMC5P,CONIFER,51,Sierran Mixed Conifer,SMC,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,1999
4327,46988.00000000000,SMC2S,CONIFER,51,Sierran Mixed Conifer,SMC,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
4328,1.00000000000,RFR5D,CONIFER,45,Red Fir,RFR,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,1999
4329,3508.00000000000,BOW3P,HARDWOOD,9,Blue Oak Woodland,BOW,3,P,50.00000000000,Hardwood,52,Hardwood Woodland,DFW-WestSacValley,2009
